"Time (UTCG)","Satellite12201 - x (km)","Satellite12201 - y (km)","Satellite12201 - z (km)","Lat (deg)","Lon (deg)","Alt (km)"
21 Mar 2024 10:50:00.000,2973.095135,380.016018,6268.404974,64.582,7.284,587.419706
21 Mar 2024 10:50:05.000,2989.839005,411.440471,6258.449267,64.393,7.835,587.364617
21 Mar 2024 10:50:10.000,3006.517653,442.840502,6248.307904,64.202,8.379,587.308589
21 Mar 2024 10:50:15.000,3023.130567,474.215232,6237.981185,64.008,8.915,587.251630
21 Mar 2024 10:50:20.000,3039.677238,505.563783,6227.469416,63.813,9.443,587.193745
21 Mar 2024 10:50:25.000,3056.157157,536.885279,6216.772909,63.616,9.964,587.134942
21 Mar 2024 10:50:30.000,3072.569819,568.178842,6205.891981,63.416,10.477,587.075227
21 Mar 2024 10:50:35.000,3088.914717,599.443600,6194.826956,63.215,10.982,587.014608
21 Mar 2024 10:50:40.000,3105.191346,630.678678,6183.578161,63.011,11.481,586.953091
21 Mar 2024 10:50:45.000,3121.399206,661.883204,6172.145931,62.806,11.972,586.890684
21 Mar 2024 10:50:50.000,3137.537793,693.056308,6160.530604,62.599,12.456,586.827394
21 Mar 2024 10:50:55.000,3153.606609,724.197120,6148.732525,62.390,12.933,586.763228
21 Mar 2024 10:51:00.000,3169.605154,755.304772,6136.752043,62.179,13.403,586.698195
21 Mar 2024 10:51:05.000,3185.532931,786.378398,6124.589515,61.967,13.867,586.632301
21 Mar 2024 10:51:10.000,3201.389445,817.417131,6112.245301,61.753,14.323,586.565555
21 Mar 2024 10:51:15.000,3217.174202,848.420107,6099.719768,61.537,14.773,586.497964
21 Mar 2024 10:51:20.000,3232.886709,879.386465,6087.013286,61.320,15.217,586.429537
21 Mar 2024 10:51:25.000,3248.526474,910.315342,6074.126233,61.101,15.654,586.360281
21 Mar 2024 10:51:30.000,3264.093009,941.205880,6061.058991,60.880,16.085,586.290204
21 Mar 2024 10:51:35.000,3279.585824,972.057219,6047.811948,60.659,16.510,586.219315
21 Mar 2024 10:51:40.000,3295.004433,1002.868503,6034.385496,60.435,16.928,586.147622
21 Mar 2024 10:51:45.000,3310.348352,1033.638878,6020.780035,60.210,17.341,586.075134
21 Mar 2024 10:51:50.000,3325.617097,1064.367488,6006.995967,59.984,17.747,586.001858
21 Mar 2024 10:51:55.000,3340.810185,1095.053483,5993.033702,59.756,18.148,585.927805
21 Mar 2024 10:52:00.000,3355.927137,1125.696011,5978.893653,59.527,18.543,585.852981
21 Mar 2024 10:52:05.000,3370.967474,1156.294225,5964.576241,59.297,18.933,585.777397
21 Mar 2024 10:52:10.000,3385.930718,1186.847276,5950.081889,59.066,19.317,585.701061
21 Mar 2024 10:52:15.000,3400.816396,1217.354320,5935.411028,58.833,19.695,585.623982
21 Mar 2024 10:52:20.000,3415.624032,1247.814512,5920.564094,58.599,20.069,585.546169
21 Mar 2024 10:52:25.000,3430.353155,1278.227011,5905.541525,58.363,20.437,585.467632
21 Mar 2024 10:52:30.000,3445.003296,1308.590976,5890.343769,58.127,20.799,585.388379
21 Mar 2024 10:52:35.000,3459.573984,1338.905570,5874.971276,57.889,21.157,585.308419
21 Mar 2024 10:52:40.000,3474.064753,1369.169954,5859.424502,57.651,21.510,585.227764
21 Mar 2024 10:52:45.000,3488.475139,1399.383295,5843.703909,57.411,21.858,585.146420
21 Mar 2024 10:52:50.000,3502.804677,1429.544759,5827.809961,57.170,22.201,585.064400
21 Mar 2024 10:52:55.000,3517.052907,1459.653516,5811.743132,56.928,22.540,584.981711
21 Mar 2024 10:53:00.000,3531.219368,1489.708735,5795.503898,56.685,22.873,584.898364
21 Mar 2024 10:53:05.000,3545.303603,1519.709591,5779.092740,56.441,23.203,584.814369
21 Mar 2024 10:53:10.000,3559.305155,1549.655256,5762.510145,56.196,23.527,584.729735
21 Mar 2024 10:53:15.000,3573.223571,1579.544908,5745.756605,55.950,23.848,584.644473
